Unnamed: 0,RequestID,StartDate,EndDate,AgencyName,CategoryDescription,SelectionMethodDescription,ContractAmount
7228,20090717034,07/24/2009,07/24/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,853842.0
7230,20100706010,07/13/2010,07/13/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,935317.54
7234,20120117011,01/24/2012,01/24/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,4432500.0
7235,20110128005,02/07/2011,02/07/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,498166.0
7236,20110131009,02/07/2011,02/07/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,3120752.86
7237,20100709015,07/16/2010,07/16/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,11613.6
7238,20160107013,01/14/2016,01/14/2016,Citywide Administrative Services,Goods,Other,237501.0
7239,20170815004,08/22/2017,08/22/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,1540000.0
7240,20071214023,12/21/2007,12/21/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,834149.34
7245,20080416013,04/23/2008,04/23/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,143549.18
7246,20071113025,11/20/2007,11/20/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,1160415.0
7247,20160718015,07/26/2016,07/26/2016,Citywide Administrative Services,Goods,Other,164050.0
7248,20151029034,11/10/2015,11/10/2015,Citywide Administrative Services,Goods,Other,228036.75
7249,20121203019,12/10/2012,12/10/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,49728.61
7256,20120127027,02/03/2012,02/03/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,295317.73
7257,20111223011,01/03/2012,01/03/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,61467.74
7259,20140226043,03/05/2014,03/05/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,180811.85
7260,20190311026,03/18/2019,03/18/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,3637790.0
7261,20150204017,02/13/2015,02/13/2015,Citywide Administrative Services,Goods,Intergovernmental Purchase,118656.0
7262,20200401008,04/08/2020,04/08/2020,Citywide Administrative Services,Goods,Negotiated Acquisition,17500000.0
7263,20160524009,06/01/2016,06/01/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,193320.0
7264,20090818002,08/25/2009,08/25/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,660530.0
7265,20080220012,02/27/2008,02/27/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,15750.7
7266,20141222004,12/30/2014,12/30/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,1068060.5
7267,20150420018,04/27/2015,04/27/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,1370100.0
7269,20110720016,07/27/2011,07/27/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,3250.0
7270,20120803018,08/10/2012,08/10/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,5652.6
7271,20160718021,07/25/2016,07/25/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,2591502.5
7277,20170524008,06/01/2017,06/01/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,575308.62
7279,20070828001,09/05/2007,09/05/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,443758.0
7281,20080623030,06/30/2008,06/30/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,11575.58
7286,20150318004,03/25/2015,03/25/2015,Citywide Administrative Services,Goods,Intergovernmental Purchase,394049.62
7289,20091009003,10/19/2009,10/19/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,945110.0
7291,20100628014,07/06/2010,07/06/2010,Citywide Administrative Services,Goods,Intergovernmental Purchase,193802.0
7295,20110627018,07/06/2011,07/06/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,2925000.0
7296,20190916017,09/23/2019,09/23/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,4603800.0
7297,20100617013,06/24/2010,06/24/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,1202250.0
7298,20121128019,12/05/2012,12/05/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,5353342.0
7301,20150213002,02/23/2015,02/23/2015,Citywide Administrative Services,Goods,Intergovernmental Purchase,1736800.0
7302,20081003018,10/10/2008,10/10/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,158280.0
7304,20130429003,05/07/2013,05/07/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,155778.41
7305,20171010015,10/17/2017,10/17/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,1640000.0
7306,20160524013,06/01/2016,06/01/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,1391148.48
7312,20141219003,12/29/2014,12/29/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,67967.1
7314,20080130016,02/06/2008,02/06/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,109500.0
7316,20140819001,08/26/2014,08/26/2014,Citywide Administrative Services,Goods,Intergovernmental Purchase,224106.66
7317,20170209015,02/16/2017,02/16/2017,Citywide Administrative Services,Goods,Renewal,530183.33
7319,20100528013,06/08/2010,06/08/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,3810195.0
7321,20060901013,09/11/2006,09/11/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,932531.0
7322,20101122037,11/30/2010,11/30/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,130640.0
7324,20080212004,02/20/2008,02/20/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,125666.4
7328,20180806019,08/13/2018,08/13/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,1828480.0
7331,20120720004,07/27/2012,07/27/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,290700.0
7332,20180302010,03/12/2018,03/12/2018,Citywide Administrative Services,Goods,Other,270507.2
7334,20040623028,06/30/2004,06/30/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,98481.0
7340,20190503028,05/10/2019,05/10/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,8558.9
7344,20090331001,04/06/2009,04/06/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,744874.25
7345,20071105028,11/14/2007,11/14/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,907056.0
7346,20091116020,11/23/2009,11/23/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,503253.2
7349,20110104007,01/12/2011,01/12/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,261835.47
7350,20081121009,12/01/2008,12/01/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,180072.77
7351,20141211021,12/22/2014,12/22/2014,Citywide Administrative Services,Goods,Intergovernmental Purchase,2475718.7
7353,20140825005,09/02/2014,09/02/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,48109.44
7355,20080620017,06/27/2008,06/27/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,140311.5
7358,20070906015,09/13/2007,09/13/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,89480.0
7359,20090501008,05/11/2009,05/11/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,495634.44
7360,20080826039,09/02/2008,09/02/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,237529.27
7361,20110225007,03/04/2011,03/04/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,17971630.0
7362,20090902001,09/10/2009,09/10/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,70200.4
7367,20081204010,12/11/2008,12/11/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,2467200.0
7371,20121010001,10/17/2012,10/17/2012,Citywide Administrative Services,Goods,Intergovernmental Purchase,223964.5
7374,20170824012,09/01/2017,09/01/2017,Citywide Administrative Services,Goods,Other,246953.27
7375,20080513005,05/20/2008,05/20/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,49140.0
7378,20060705020,07/12/2006,07/12/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,615450.0
7379,20090327024,04/06/2009,04/06/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,601378.0
7381,20030113002,01/21/2003,01/21/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,352290.4
7382,20040428019,05/05/2004,05/05/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,35110.95
7383,20030711010,07/18/2003,07/18/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,40606.0
7386,20040708021,07/15/2004,07/15/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,53090.29
7387,20111024009,10/31/2011,10/31/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,1460000.0
7388,20120307014,03/14/2012,03/14/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,12907825.0
7391,20190802011,08/09/2019,08/09/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,415576.5
7392,20050621009,06/28/2005,06/28/2005,Citywide Administrative Services,Goods,Intergovernmental Purchase,250717.21
7393,20040507001,05/14/2004,05/14/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,290250.0
7394,20040714018,07/21/2004,07/21/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,59477.64
7395,20130617012,06/21/2013,06/21/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,792798.84
7396,20050126004,02/02/2005,02/02/2005,Citywide Administrative Services,Goods,Intergovernmental Purchase,241330.47
7397,20050415008,04/22/2005,04/22/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,904130.0
7398,20040908020,09/15/2004,09/15/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,43804.8
7399,20030905006,09/12/2003,09/12/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,216060.0
7400,20060207025,02/14/2006,02/14/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,202116.48
7401,20060825007,09/01/2006,09/01/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,185803.0
7402,20051122004,11/30/2005,11/30/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,164658.0
7403,20121010005,10/17/2012,10/17/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,179740.0
7404,20050818018,08/25/2005,08/25/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,117883.8
7406,20070719006,07/26/2007,07/26/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,428968.0
7407,20130611011,06/19/2013,06/19/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,267667.91
7408,20031231025,01/08/2004,01/08/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,25800.0
7409,20030625017,07/02/2003,07/02/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,133017.0
7411,20070213009,02/21/2007,02/21/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,242691.0
7412,20040405011,04/12/2004,04/12/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,400000.0
7413,20040329001,04/05/2004,04/05/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,99152.15
7414,20060207012,02/15/2006,02/15/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,146000.0
7415,20030926007,10/03/2003,10/03/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,202716.0
7416,20070323020,03/30/2007,03/30/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,3169.3
7417,20060112038,01/20/2006,01/20/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,72334.72
7418,20060829011,09/06/2006,09/06/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,377201.76
7419,20070404019,04/11/2007,04/11/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,943800.0
7420,20030520002,05/28/2003,05/28/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,107723.4
7421,20030303020,03/10/2003,03/10/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,250000.0
7425,20030522005,05/30/2003,05/30/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,28989.62
7426,20080918008,09/25/2008,09/25/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,54945.0
7427,20040105009,01/12/2004,01/12/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,164064.05
7428,20040517012,05/24/2004,05/24/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,67256.9
7430,20050815024,08/22/2005,08/22/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,905102.0
7431,20070419015,04/26/2007,04/26/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,190000.0
7432,20081021014,10/29/2008,10/29/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,182215.26
7433,20090619035,06/29/2009,06/29/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,755349.02
7435,20060127009,02/03/2006,02/03/2006,Citywide Administrative Services,Goods,Other,55111.78
7436,20060206030,02/14/2006,02/14/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,614025.0
7437,20031210007,12/17/2003,12/17/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,74626.88
7440,20040325003,04/01/2004,04/01/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,641250.0
7441,20040123010,01/30/2004,01/30/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,44340.0
7443,20041027005,11/04/2004,11/04/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,94430.0
7444,20050913007,09/20/2005,09/20/2005,Citywide Administrative Services,Goods,Intergovernmental Purchase,285471.68
7445,20121025024,11/01/2012,11/01/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,1407600.0
7448,20060410005,04/17/2006,04/17/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,3996670.0
7449,20050113003,01/21/2005,01/21/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,446700.0
7450,20031118003,11/25/2003,11/25/2003,Citywide Administrative Services,Goods,Other,504031.5
7453,20050913011,09/20/2005,09/20/2005,Citywide Administrative Services,Goods,Intergovernmental Purchase,498263.22
7455,20041215010,12/22/2004,12/22/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,99642.0
7458,20070608016,06/15/2007,06/15/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,2869293.75
7459,20040615015,06/22/2004,06/22/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,321714.0
7460,20070525011,06/04/2007,06/04/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,113761.92
7461,20080411008,04/18/2008,04/18/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,363428.0
7462,20040521005,05/28/2004,05/28/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,715313.9
7463,20030214009,02/24/2003,02/24/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,4510646.3
7464,20070105035,01/12/2007,01/12/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,465000.0
7465,20040120007,01/27/2004,01/27/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,83200.0
7468,20060919018,09/26/2006,09/26/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,94116.52
7469,20030729025,08/05/2003,08/05/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,57280.0
7470,20041207013,12/14/2004,12/14/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,72774.3
7471,20050304026,03/11/2005,03/11/2005,Citywide Administrative Services,Goods,Intergovernmental Purchase,230860.0
7472,20030131002,02/07/2003,02/07/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,62747.5
7474,20090805023,08/12/2009,08/12/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,95178.26
7475,20060919004,09/26/2006,09/26/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,112250.0
7476,20051019023,10/26/2005,10/26/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,274650.0
7478,20030908003,09/15/2003,09/15/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,9740345.6
7479,20121024013,11/01/2012,11/01/2012,Citywide Administrative Services,Goods,Intergovernmental Purchase,102371.69
7480,20060711021,07/18/2006,07/18/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,150000.0
7481,20060629003,07/07/2006,07/07/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,2726800.0
7482,20030430011,05/07/2003,05/07/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,35859.0
7484,20061023026,10/30/2006,10/30/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,124193.28
7485,20040730002,08/06/2004,08/06/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,1188167.04
7486,20040302008,03/09/2004,03/09/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,53100.0
7487,20061006002,10/16/2006,10/16/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,955920.0
7488,20060522014,05/30/2006,05/30/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,159434.0
7491,20070810005,08/17/2007,08/17/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,542857.08
7494,20040916008,09/23/2004,09/23/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,42318.0
7495,20060302029,03/09/2006,03/09/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,1435344.31
7497,20070629012,07/09/2007,07/09/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,3820.0
7498,20041229009,01/06/2005,01/06/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,2036820.0
7499,20170522018,05/30/2017,05/30/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,2683.2
7500,20030305003,03/12/2003,03/12/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,68109.5
7502,20041026015,11/03/2004,11/03/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,58299.03
7504,20150421003,04/28/2015,04/28/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,3576000.0
7505,20040416021,04/23/2004,04/23/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,11942584.0
7506,20090917022,09/24/2009,09/24/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,1287780.0
7508,20070720014,07/27/2007,07/27/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,836404.12
7509,20040727008,08/03/2004,08/03/2004,Citywide Administrative Services,Goods,Emergency Purchase,123472.0
7516,20050207043,02/15/2005,02/15/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,1984400.0
7517,20061204009,12/11/2006,12/11/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,14000017.28
7518,20051020004,10/27/2005,10/27/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,74120.0
7519,20051114004,11/21/2005,11/21/2005,Citywide Administrative Services,Goods,Intergovernmental Purchase,208112.0
7523,20060628008,07/06/2006,07/06/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,137760.0
7524,20070626017,07/03/2007,07/03/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,371593.8
7525,20040615020,06/22/2004,06/22/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,291988.8
7528,20030603006,06/10/2003,06/10/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,69679.8
7530,20061207008,12/14/2006,12/14/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,238607.22
7533,20040412005,04/19/2004,04/19/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,158729.2
7534,20080515014,05/22/2008,05/22/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,182650.0
7535,20050114009,01/24/2005,01/24/2005,Citywide Administrative Services,Goods,Sole Source,212605.0
7537,20190624045,07/01/2019,07/01/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,621659.76
7538,20031204024,12/11/2003,12/11/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,443451.51
7540,20061023029,10/30/2006,10/30/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,102929.47
7541,20060526013,06/05/2006,06/05/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,1299475.0
7542,20081105012,11/14/2008,11/14/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,438242.0
7543,20090218009,02/26/2009,02/26/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,315120.0
7545,20080401009,04/08/2008,04/08/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,198525.75
7546,20100730017,08/06/2010,08/06/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,223580.6
7547,20110919031,09/26/2011,09/26/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,440507.4
7548,20040106028,01/13/2004,01/13/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,126600.0
7549,20030415001,04/22/2003,04/22/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,135604.0
7550,20051205003,12/12/2005,12/12/2005,Citywide Administrative Services,Goods,Intergovernmental Purchase,158280.0
7552,20040402005,04/09/2004,04/09/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,828576.0
7553,20030310011,03/17/2003,03/17/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,95700.0
7555,20030916009,09/23/2003,09/23/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,448250.28
7558,20050609009,06/16/2005,06/16/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,30967.2
7559,20150126038,02/02/2015,02/02/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,403920.0
7561,20070706036,07/13/2007,07/13/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,59784.0
7562,20050811002,08/18/2005,08/18/2005,Citywide Administrative Services,Goods,Other,33750.0
7563,20041103004,11/10/2004,11/10/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,66640.0
7564,20030804005,08/11/2003,08/11/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,136000.0
7565,20090819006,08/26/2009,08/26/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,25275.0
7566,20060908006,09/15/2006,09/15/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,162216.0
7568,20041006003,10/14/2004,10/14/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,244800.0
7574,20040909010,09/16/2004,09/16/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,308000.0
7576,20030605010,06/12/2003,06/12/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,250600.0
7577,20050113001,01/21/2005,01/21/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,6302.09
7578,20030826004,09/03/2003,09/03/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,148453.53
7579,20060203009,02/10/2006,02/10/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,108716.0
7580,20030610017,06/17/2003,06/17/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,1597118.97
7581,20090918011,09/25/2009,09/25/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,304068.7
7582,20120620007,06/28/2012,06/28/2012,Citywide Administrative Services,Goods,Intergovernmental Purchase,408903.52
7583,20030522004,05/30/2003,05/30/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,557216.9
7584,20030916002,09/23/2003,09/23/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,103560.0
7585,20180723004,07/30/2018,07/30/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,1420000.0
7586,20070402008,04/09/2007,04/09/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,394797.0
7587,20141215005,12/22/2014,12/22/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,311500.0
7588,20110616023,06/23/2011,06/23/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,338250.6
7589,20090810010,08/17/2009,08/17/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,206016.0
7590,20041214005,12/21/2004,12/21/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,1221816.0
7592,20040623012,06/30/2004,06/30/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,347800.0
7593,20030626025,07/03/2003,07/03/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,36016.0
7594,20060714008,07/21/2006,07/21/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,720000.0
7595,20041026012,11/03/2004,11/03/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,35218.2
7597,20041217006,12/27/2004,12/27/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,278246.0
7598,20150728007,08/03/2015,08/03/2015,Citywide Administrative Services,Goods,Other,146435.06
7599,20090616005,06/23/2009,06/23/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,373974.75
7601,20070419016,04/26/2007,04/26/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,102982.0
7602,20180227019,03/07/2018,03/07/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,321300.0
7603,20030908013,09/15/2003,09/15/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,99632.0
7606,20140401009,04/09/2014,04/09/2014,Citywide Administrative Services,Goods,Intergovernmental Purchase,209480.0
7607,20070731011,08/07/2007,08/07/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,1082539.72
7608,20061002009,10/10/2006,10/10/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,94550.0
7610,20050812017,08/19/2005,08/19/2005,Citywide Administrative Services,Goods,Intergovernmental Purchase,117539.4
7611,20031119010,11/26/2003,11/26/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,7881919.5
7613,20040402003,04/09/2004,04/09/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,151300.0
7614,20030611021,06/18/2003,06/18/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,109879.75
7615,20061030004,11/06/2006,11/06/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,178000.0
7616,20060821002,08/28/2006,08/28/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,1968400.0
7618,20070402030,04/09/2007,04/09/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,390777.51
7619,20030324007,03/31/2003,03/31/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,199994.0
7621,20091119044,11/27/2009,11/27/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,543567.6
7623,20061023014,10/30/2006,10/30/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,249006.09
7625,20051115010,11/22/2005,11/22/2005,Citywide Administrative Services,Goods,Renewal,5000000.0
7627,20071003006,10/11/2007,10/11/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,492063.52
7628,20030218005,02/25/2003,02/25/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,497920.0
7629,20070803014,08/10/2007,08/10/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,723000.0
7631,20151125011,12/03/2015,12/03/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,635208.0
7634,20060111010,01/19/2006,01/19/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,246000.0
7635,20030724001,07/31/2003,07/31/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,46566.0
7636,20180723022,07/30/2018,07/30/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,4628085.0
7637,20170111006,01/19/2017,01/19/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,890785.0
7638,20070731001,08/07/2007,08/07/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,341623.08
7639,20060526006,06/05/2006,06/05/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,306423.6
7641,20021226002,01/03/2003,01/03/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,77380.0
7642,20070514013,05/21/2007,05/21/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,295524.0
7644,20120416013,04/23/2012,04/23/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,1170400.0
